former_outbreak_code,country,ADM1,ADM2,ADM3,ADM4,city_village,exact_location,includes_health_facility_sampling,start_date,end_date,outbreak_year,outbreak_month,human_cases,livestock_cases,outbreak_type,n_human_cases,n_livestock_cases,n_total_cases,ref_name,ref_DOI_URL,WAHIS_ref_number,notes,GPS_x,GPS_y,RVF_presence
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.658463389779605,-1.2133570069063833,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.229201262517996,-3.149320251499873,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.58298912432124,-6.929411890549954,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.64797543028254,0.29201024835466566,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.66286632203459,0.8623388760066841,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0941463077344,-0.3958381100439735,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.65674123937497,-6.099758126796031,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.619679225630062,-0.6418337513050362,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4030596207808,-8.818221192461323,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.048377898766205,-4.219926807506391,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.78741288369638,-4.367238960157342,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.894990215118746,-0.2580679687060665,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.959807721608875,-1.9428523857461133,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.49972523306691,0.6790350168529108,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.400257257484686,0.70667031475642,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.925366530342345,1.0285499877608717,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.821523376810376,0.29104933634184266,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8213267740522,-2.869348025047556,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.32709158399376,2.309555263504427,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.74261938938872,-4.99370318811921,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.508402239426516,-0.012374998131822013,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6133836798758,-3.8631148975885945,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.46602810217107,0.5405646760909532,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.498974480056994,-0.5028723257712737,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3617082597067,0.9598875398520909,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.406604314438304,-5.018851646951265,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.96182881795492,-4.954480173514753,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.36545803224436,-0.3000488399813524,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.486319630767696,1.8689087641280777,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.53574036943805,0.33925663217013824,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.87700828166951,-1.3697224937330772,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.29875402364221,-3.298925690355332,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.07946991399708,0.8180979999762192,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.19090417861978,-6.667915925398229,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.460591179825144,-6.858580877650302,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.21862798976946,3.4765483307005374,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.97041468640674,1.4529789787882208,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.18234976795503,1.5583139118204232,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.688085490150854,-0.8517654620472395,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.726318760825485,-1.4681563545654435,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.487897012219776,0.3029395656308065,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.71367963613206,-0.22120725180847053,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5988148755491,-0.7159205651835859,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.238028039536836,0.5590794992799268,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.143982139088145,-8.502108126823005,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.297559572686453,-4.50013497193434,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.472112537606165,1.3802503244089874,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.16145017980016,-6.958374571882942,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.90002940420722,-6.4226891610773755,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.62436672356563,-3.382580441679261,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.137998131183377,-7.594396342880533,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.65676720781098,0.44205111368773425,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.09619484083379,0.8065129262617776,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.616699664826356,-1.3666519484693118,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.157987744103124,0.5970276353343753,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.011444121475034,-1.3143065868965857,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.24480279440178,-6.185139822317474,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.21939108504449,-6.151984924467715,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.383091609752356,3.3450247072069064,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.76725451706638,-3.2503246765994804,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.47943548267553,-8.914665123416402,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84433990584222,-1.2931189005194244,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.140993424838726,-6.880877132156218,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.68560718850932,-3.3708285214935305,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.912536842081085,-0.896705906908347,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.49971195867403,-0.1547697081918549,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.23838227301604,2.853310004962667,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.794469456723903,-1.3245996236210207,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11430426395189,-8.964311627382799,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.26372086955429,-6.964127175025875,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.18653672080061,-0.8423297272730449,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.55241609622997,-1.13714102491134,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.917349245449692,0.13037550576392468,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11387582588166,0.9344881310394878,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.34480805240262,0.5611730322458673,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.476985460857406,-6.622192201709363,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.62883114884803,-4.015170768045804,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.910374880256136,-1.228762797212637,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.16836715809963,-1.2618332816962479,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.75107051348897,0.2658146772410633,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.23050770243282,-10.931948846590808,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.58746528969109,-3.0036471093751627,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.08178267321589,2.8727188863191095,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.78847209579739,-0.1401783469840657,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.058660922797095,-0.8468909286409095,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.162852350313926,-0.7637204243479869,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.43070521712265,-8.89339850652942,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6297378642019,3.862025685396305,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.467232660188664,4.097544884754103,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.81718405520661,-7.827771319074745,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.02898071997528,-4.578756058022262,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.96479183553021,-0.2161626262048414,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75387493010883,-0.07019781425361658,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.043992603461575,-1.2986916552185463,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.798132954652353,0.3368610957809975,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79639426220287,-1.5124569084511088,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.92409365552595,-1.2908273574345013,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.22862520822868,-1.8210611065311855,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.748153238374904,-1.2917643953200617,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.00051351023723,-2.6163401826257853,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.92371025238342,2.238695223107776,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.96986146175381,-0.8111478972418037,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.295926633419015,-10.46975765687264,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.98864933535225,-0.7195123942538164,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.41837821137549,0.8404092223217997,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.97220529783906,-9.6896180742349909,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.84126853337707,0.2604134353472633,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.91185581903556,1.705755176124189,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.01432590801852,-4.456299785479887,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.67721685995349,-1.7517493431847295,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.24663788476223,-0.7371296648505047,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.14218629894895,-5.55462928957618,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.90075762075334,0.00997717435770435,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.431669909964945,0.6119683273363385,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.21890985590485,0.9521020628007713,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.896863657827886,-1.2772913533191574,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.16978540424026,-0.9963233556806566,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.40801408153688,-0.47259562483815454,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.31459900303357,2.1478581801827032,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0485405294962,-10.687548217997874,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.35797868671168,-5.9588922845986945,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.64617095216528,0.3408190309529762,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.93368928654625,-0.009773969513286766,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1365663670508,-0.5333668374656741,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.079481447447336,0.5562581737641561,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.39197897031361,2.6834133934227875,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.84298220017033,0.720547996298895,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08944357545698,-0.6167716291988197,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.969658440815216,-0.5879213706869281,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.82921956626234,0.7951841807110287,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.12480436254022,0.3393787836295118,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.70125963683629,-7.79280430920941,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.63863069029758,-0.6339486098504304,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.18627592201617,0.6706874365116905,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.40540933695545,-6.899155513454709,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.53768586990386,0.4108223260358039,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5160522833292,2.375309997035678,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33022931784897,-0.9820152903029331,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.51549781155773,0.8822840798028547,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.990569632201623,-0.7481633229706365,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.18124733000102,-0.2949079216690188,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.447860460254994,1.0231216151783937,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11941812470906,0.7182304353151678,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.562109392603944,-9.163593193421546,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.85835867511148,-4.394794515358553,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.24129841958057,-8.19846562051853,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.05699226600895,3.0408255143285623,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.76661371078033,-7.909060813930442,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.89057505638339,0.803345442738784,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.91382522878315,3.845771585962061,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.80117095776175,-1.2251413002273843,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.93817182711987,0.2830576900145402,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.130364661941236,-10.48612663270397,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.65823166375243,-8.553246171769215,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0064726210277,-1.2703154064930866,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.069221005893404,3.507681059808906,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.208079331789254,0.4907508717058203,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.158884087598814,3.570022490721145,0
